Rep,Row,Pos,Fert,PlotIndex,PlotID,Plant,Genotype,SeedTreatment,R_Year,ERA,T1_kgdw_ha,T2_kgdw_ha,T3_kgdw_ha,Stover_kgdw_ha,Grain_kgdw_ha,Cob_kgdw_ha,Total_kgdw_ha,T1_FracN.leco,T1_FracC.leco,T2_FracN.leco,T2_FracC.leco,T3_FracN.leco,T3_FracC.leco,Stover_FracN.leco,Stover_FracC.leco,Grain_FracN.leco,Grain_FracC.leco,T2_d15N,T2_X15N_AtPercent,T2_FracN,stover_d15N,stover_X15N_AtPercent,stover_FracN,grain_d15N,grain_X15N_AtPercent,grain_FracN,Stover_FracN_fromSoil,Grain_FracN_fromSoil,T2_FracN_fromSoil,Cob_FracN_fromSoil,Stover_FracN_fromFert,Grain_FracN_fromFert,T2_FracN_fromFert,Cob_FracN_fromFert,T0_BG_activity.g,T0_BX_activity.g,T0_CB_activity.g,T0_LAP_activity.g,T0_NAG_activity.g,T1_BG_activity.g,T1_BX_activity.g,T1_CB_activity.g,T1_LAP_activity.g,T1_NAG_activity.g,T2_BG_activity.g,T2_BX_activity.g,T2_CB_activity.g,T2_LAP_activity.g,T2_NAG_activity.g,T3_BG_activity.g,T3_BX_activity.g,T3_CB_activity.g,T3_LAP_activity.g,T3_NAG_activity.g,T2_kgN_ha,Grain_kgN_ha,Stover_kgN_ha,Cob_kgN_ha,Final_kgN_ha,T1_kgN_ha,T3_kgN_ha,Grain_kgFertN_ha,Grain_kgSoilN_ha,Stover_kgFertN_ha,Stover_kgSoilN_ha,Cob_kgFertN_ha,Cob_kgSoilN_ha,Total_kgFertN_ha,Total_kgSoilN_ha,T2_kgFertN_ha,T2_kgSoilN_ha,NUtE,R_Year.c,PostAnthesis_kgdw_ha,PostAnthesis_kgN_ha,PostAnthesis_N_kgFertN_ha,PostAnthesis_N_kgSoilN_ha
3,1,d,0,131,3-1d_0,2001,2001,Treated,2001,3,966.9,7201.5,11142,4600.359065,6234.527899,925.0595236,11759.94649,0.023023,0.42864,0.0039201,0.21693475,0.0057741,0.43576,0.0030345,0.45317,0.0086825,0.43451,15.0948355,0.371812015,0.00794138,32.08642749,0.378012221,0.003059284,20.54897835,0.373802308,0.00906406,0.994077202,0.997586979,1.004777041,0.997586979,0.005922798,0.002413021,-0.004777041,0.002413021,NA,NA,NA,NA,NA,75.83111216,20.33349097,26.10266926,36.6590927,18.00512588,NA,NA,NA,NA,NA,95.91908508,22.24575779,31.33910019,148.7761014,35.81542159,28.23060015,54.13128848,13.95978958,2.807093124,70.89817119,22.2609387,5.58297729,0.136360153,56.3737748,0.083356305,13.99044858,0.006773575,2.800319549,0.226490033,73.16454292,-0.273198252,57.46304632,87.9363712,66,4558.446488,42.66757104,0.499688286,15.7014966
3,1,d,170,132,3-1d_170,2001,2001,Treated,2001,3,885,5394,13023,6547.191877,10457.9554,1623.666109,18628.81339,0.026315,0.42894,0.013398,0.44171,0.0090122,0.43752,0.0043941,0.4514,0.013007,0.43273,1025.350959,0.739116667,0.013433913,936.7317459,0.70700527,0.004451671,1050.92911,0.748381114,0.013498693,0.468271872,0.400850606,0.417278887,0.400850606,0.531728128,0.599149394,0.582721113,0.599149394,NA,NA,NA,NA,NA,80.28292884,14.54017764,14.06153095,60.97164779,26.2301635,NA,NA,NA,NA,NA,113.821905,28.35869656,43.41402862,165.3770311,50.51436374,72.268812,136.0266259,28.76901583,7.13455125,171.930193,23.288775,7.975797,84.58115865,56.58757071,15.49771837,13.64822584,4.274662058,2.859889192,104.3535391,73.09568574,42.2254442,30.23708252,60.82675311,66,13234.81339,99.66138096,62.12809487,42.85860322
4,5,b,170,232,4-5b_170,2001,2001,Treated,2001,3,1317.6,7378.5,15255,5990.290465,9046.045284,1480.81686,16517.15261,0.022403,0.42341,0.01253,0.44211,0.008775,0.43572,0.0034944,0.45461,0.010967,0.43559,999.6747726,0.729814973,0.011973557,732.2023525,0.632814155,0.003605133,797.5743223,0.656539275,0.011213654,0.58684606,0.547162584,0.432156804,0.547162584,0.41315394,0.452837416,0.567843196,0.452837416,NA,NA,NA,NA,NA,72.8934458,17.18531746,13.86478428,30.4344958,13.75206246,NA,NA,NA,NA,NA,153.1932159,33.18853405,41.66628978,244.2620804,35.5050448,92.452605,99.20797863,20.932471,5.174566436,125.3150161,29.5181928,11.56194,45.93547516,55.50374672,8.922387314,12.67340652,2.343237296,2.83132914,57.20109977,71.00848238,50.16718055,38.17970977,72.18644316,66,9138.652609,32.86241107,7.03391922,32.82877261
4,5,b,0,234,4-5b_0,2001,2001,Treated,2001,3,552.9,3982.5,9291,2955.655894,3853.636994,646.2584818,7455.55137,0.018995,0.422,0.0072973,0.42354,0.0069765,0.43368,0.0034782,0.44325,0.010103,0.43535,15.24039369,0.371865132,0.007176507,12.10401798,0.370720591,0.003366183,12.86736097,0.370999156,0.010049957,1.005730876,1.002052642,1.004692081,1.002052642,-0.005730876,-0.002052642,-0.004692081,-0.002052642,NA,NA,NA,NA,NA,127.3547583,37.3830318,32.50546843,53.97189438,25.37926958,NA,NA,NA,NA,NA,100.0922799,29.66260574,29.48503051,216.1455479,25.789396,29.06149725,38.93329455,10.28036233,2.247816251,51.46147313,10.5023355,3.85730685,-0.079496535,38.80838262,-0.057018086,10.00629671,-0.004613962,2.252430213,-0.141128583,51.06710954,-0.134101742,28.71454087,74.88392305,66,3473.05137,22.39997588,-0.007026841,22.35256867
4,5,b,85,233,4-5b_85,2001,2001,Treated,2001,3,807.3,6505.5,11670,4489.477598,7290.511974,1112.424347,12892.41392,0.025234,0.42247,0.0099867,0.44389,0.0077912,0.43675,0.0038222,0.45338,0.0092457,0.42937,650.6149978,0.603188165,0.009780626,446.1181718,0.528853614,0.003610877,510.5658861,0.55229234,0.009766982,0.752998526,0.71323695,0.63469444,0.71323695,0.247001474,0.28676305,0.36530556,0.28676305,NA,NA,NA,NA,NA,211.8210699,15.35504504,15.38151555,39.80675376,19.28428816,86.84720311,23.70067832,21.24129468,200.0935353,25.26514962,108.0797272,27.73229818,33.35837629,202.8218284,40.18785498,64.96847685,67.40588656,17.15968128,4.251908339,88.81747617,20.3714082,6.28983576,20.41933554,50.78696368,4.004128883,12.20682252,1.219290204,3.032618135,25.64275463,66.02640433,23.24361191,40.38425053,82.08420559,66,6386.913919,23.84899932,2.399142718,25.6421538
1,1,c,0,7,1-1c_0,2003,2003,Treated,2003,3,366,4590,NA,4551.765762,2262.010735,359.1061345,7172.882632,0.0187465,0.40473,0.0113535,0.427845,NA,NA,0.0045271,0.42814,0.011425,0.43797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.112565,25.84347265,20.60629878,1.625709381,48.07548081,6.861219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.05123479,68,2582.882632,-4.03708419,NA,NA
1,1,c,85,8,1-1c_85,2003,2003,Treated,2003,3,380.1,4611,NA,5825.127585,3890.04363,449.2502921,10164.42151,0.023179,0.41199,0.012732,0.42954,NA,NA,0.0048164,0.45877,0.010547,0.44155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.90576297,17.99190497,15.27215235,162.2535707,13.59919272,NA,NA,NA,NA,NA,58.707252,41.02829017,28.0561445,2.163769107,71.24820377,8.8103379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.59848002,68,5553.421507,12.54095177,NA,NA
1,1,c,170,9,1-1c_170,2003,2003,Treated,2003,3,356.7,7819.5,NA,6592.193661,6158.661686,657.4238552,13408.2792,0.031565,0.41826,0.01595,0.43345,NA,NA,0.0060378,0.45663,0.01122,0.4403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.721025,69.10018412,39.80234689,3.969393753,112.8719248,11.2592355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.56327337,68,5588.779202,-11.84910024,NA,NA
2,3,c,0,91,2-3c_0,2003,2003,Treated,2003,3,172.5,2392.5,NA,3280.794686,2893.567298,402.0266068,6576.388591,0.021451,0.41747,0.0089258,0.41769,NA,NA,0.0041291,0.46763,0.010401,0.43667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.3549765,30.09599347,13.54672934,1.660008062,45.30273087,3.7002975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.87180734,68,4183.888591,23.94775437,NA,NA
2,3,c,85,92,2-3c_85,2003,2003,Treated,2003,3,290.7,5991,NA,7157.136848,4542.268019,525.7111694,12225.11604,0.023598,0.41516,0.013322,0.42627,NA,NA,0.0038528,0.45012,0.010302,0.4399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.54203838,19.13595754,15.24572835,154.8178523,17.81080061,NA,NA,NA,NA,NA,79.812102,46.79444513,27.57501685,2.025459993,76.39492197,6.8599386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.45772182,68,6234.116036,-3.417180027,NA,NA
2,3,c,170,93,2-3c_170,2003,2003,Treated,2003,3,450.3,5473.5,NA,5600.604765,6638.57201,788.3632349,13027.54001,0.033048,0.42057,0.013016,0.43539,NA,NA,0.0047689,0.47622,0.01107,0.44026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.243076,73.48899215,26.70872406,3.759625431,103.9573416,14.8815144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.85861648,68,7554.04001,32.71426565,NA,NA
3,2,b,170,136,3-2b_170,2003,2003,Treated,2003,3,1581,10591.5,NA,5219.360017,8871.47248,1121.620091,15212.45259,0.030234,0.42619,0.012612,0.43603,NA,NA,0.0051792,0.4525,0.011057,0.43403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.579998,98.09187121,27.0321094,5.809094775,130.9330754,47.799954,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7557787,68,4620.952588,-2.646922613,NA,NA
3,2,b,85,137,3-2b_85,2003,2003,Treated,2003,3,1099.5,8301,NA,5128.138438,6540.159166,726.1658933,12394.4635,0.024719,0.42605,0.0094304,0.43712,NA,NA,0.0031347,0.45403,0.0096005,0.43499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.16803844,26.79344516,22.93885818,191.5197122,24.15215315,NA,NA,NA,NA,NA,78.2817504,62.78879807,16.07517556,2.276312226,81.14028586,27.1785405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.60310728,68,4093.463497,2.858535461,NA,NA
3,2,b,0,138,3-2b_0,2003,2003,Treated,2003,3,939.9,5992.5,NA,3847.627674,3422.494222,418.8577367,7688.979633,0.0191125,0.41612,0.00656945,0.42873,NA,NA,0.0032186,0.44441,0.010679,0.43507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.36742913,36.5488158,12.38397443,1.348135511,50.28092574,17.96383875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.06744649,68,1696.479633,10.91349661,NA,NA
4,1,d,85,190,4-1d_85,2003,2003,Treated,2003,3,556.5,6669,NA,5626.886739,6463.501378,628.4272137,12718.81533,0.0281695,0.424905,0.011213,0.43192,NA,NA,0.0039198,0.44194,0.0099104,0.43739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.9367788,19.13346162,20.19721738,149.0613899,23.52115405,NA,NA,NA,NA,NA,74.779497,64.05588406,22.05627064,2.463308992,88.57546369,15.67632675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.97169113,68,6049.815331,13.79596669,NA,NA
4,1,d,0,191,4-1d_0,2003,2003,Treated,2003,3,391.5,4387.5,NA,2958.205614,1850.090595,298.9592761,5107.255485,0.02358,0.4244,0.0073152,0.42896,NA,NA,0.0046552,0.43861,0.010865,0.43863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.09544,20.10123431,13.77103877,1.391715222,35.26398831,9.23157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.4640202,68,719.7554851,3.168548311,NA,NA
4,1,d,170,192,4-1d_170,2003,2003,Treated,2003,3,456.6,7185,NA,4494.334104,6189.399405,643.9661116,11327.69962,0.030267,0.42375,0.014229,0.43487,NA,NA,0.0043167,0.45088,0.010645,0.43656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.235365,65.88615667,19.40069203,2.779808514,88.06665721,13.8199122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.28084864,68,4142.699621,-14.16870779,NA,NA
1,2,d,85,22,1-2d_85,2011,2011,Treated,2011,3,426.9,5290.5,12156,3964.623474,5503.937989,551.18616,10019.74762,NA,NA,0.010288,0.43505,0.0083273,0.4364,0.0036482,0.44372,0.0094702,0.43775,782.3269728,0.651006644,0.010480471,582.0791091,0.578287766,0.003515808,671.7428795,0.610861814,0.009733204,0.673991567,0.619930722,0.558209517,0.619930722,0.326008433,0.380069278,0.441790483,0.380069278,NA,NA,NA,NA,NA,53.13782738,12.11448487,13.41796897,32.96265105,14.81984633,64.57785046,18.54459062,14.13306166,167.4795981,17.5495757,69.89935874,21.62576522,15.34162347,192.4160294,23.9568895,54.428664,52.12339354,14.46373936,2.010837349,68.59797025,NA,3.55492437,20.36067276,33.21027849,4.544184258,9.394670669,0.764257499,1.24657985,25.66911452,43.851529,24.4959268,30.95100502,80.2347062,76,4729.247623,14.16930625,1.17318772,12.90052398
1,2,d,0,23,1-2d_0,2011,2011,Treated,2011,3,613.5,6172.5,9771,4355.681271,3231.000776,406.3029408,7992.984988,0.0231325,0.415975,0.006762,0.42719,0.0059424,0.43237,0.0043405,0.43198,0.010308,0.44231,19.09755738,0.373272672,0.006684368,24.23469959,0.375147233,0.003797475,18.80535914,0.373166046,0.01004434,0.998656101,0.9986006,1.002440743,0.9986006,0.001343899,0.0013994,-0.002440743,0.0013994,63.22794266,14.4134227,12.49401282,105.9238929,8.699699454,69.7305151,20.64765929,17.2303941,35.26946107,17.2303941,NA,NA,NA,NA,NA,97.95363694,28.70559764,24.23352646,211.7741419,19.30905535,41.738445,33.305156,18.90583456,1.763557915,53.97454847,14.19178875,3.6456624,0.04541511,32.40785522,0.022228885,16.51836185,0.002467923,1.761089991,0.070111918,50.68730707,-0.10070327,41.35996475,59.86156193,76,1820.484988,12.23610347,0.170815188,9.327342316
1,2,d,170,24,1-2d_170,2011,2011,Treated,2011,3,543.3,6280.5,12417,4502.209519,6375.728936,622.5094209,11500.44788,0.027483,0.41779,0.013611,0.44013,0.0086408,0.43929,0.0039847,0.45507,0.010044,0.43729,1041.738749,0.74505255,0.014448584,684.3559651,0.615442323,0.003800984,750.1705755,0.639336401,0.009880085,0.614610178,0.574568247,0.407784534,0.574568247,0.385389822,0.425431753,0.592215466,0.425431753,NA,NA,NA,NA,NA,80.18857738,13.6369835,12.83391951,34.22479219,15.83162334,NA,NA,NA,NA,NA,82.25222186,24.89636565,18.27395459,198.1050009,24.50422673,85.4838855,64.03782143,17.93995427,2.480513289,84.45828899,14.9315139,4.69454664,26.79911344,36.19363039,6.595109101,10.51771725,1.055289117,1.425224172,34.44951166,48.1365718,53.74019679,37.00413502,75.48967676,76,5219.947876,-1.025596507,-19.29068514,11.13243678
2,2,c,0,79,2-2c_0,2011,2011,Treated,2011,3,183.6,3709.5,6405,3030.141306,3167.806172,391.6854031,6589.632881,0.023203,0.40318,0.01293,0.4231,0.00641175,0.42285,0.0056804,0.45234,0.0095887,0.43888,18.04457734,0.372888427,0.012602365,39.38518387,0.380675289,0.005450568,12.45494041,0.370848652,0.00952299,0.989821017,1.002292408,1.003055337,1.002292408,0.010178983,-0.002292408,-0.003055337,-0.002292408,69.62830537,16.06053739,14.87243133,124.0577384,10.9959093,94.67527354,24.34019996,27.79316385,42.40203056,19.94459599,NA,NA,NA,NA,NA,65.80623892,20.52897333,16.73800841,201.2635068,21.33600913,47.963835,30.37514304,17.21241467,2.224929764,49.81248748,4.2600708,1.1771973,-0.069155035,30.23614153,0.168116,16.34787524,-0.005100446,2.23003021,0.093860519,48.81404698,-0.142832314,46.89130343,63.59461919,76,2880.132881,1.84865248,0.236692833,1.922743554
2,2,c,85,80,2-2c_85,2011,2011,Treated,2011,3,310.2,5676,8472,5284.761379,8361.897354,934.0076741,14580.66641,0.029337,0.41696,0.012832,0.43431,0.0078454,0.43513,0.0042736,0.44835,0.0098667,0.43822,710.5202602,0.624942679,0.012816689,593.3819181,0.582395151,0.004435498,660.376081,0.606733539,0.009959899,0.667427036,0.62650742,0.599898429,0.62650742,0.332572964,0.37349258,0.400101571,0.37349258,NA,NA,NA,NA,NA,93.88670282,22.83769576,23.21851433,46.78162365,21.59104838,90.419719,21.91402448,21.69037298,198.6845985,24.11192507,121.0743189,37.29453183,36.94764078,230.2773812,34.27869572,72.834432,82.50433262,22.58495623,3.991575196,109.080864,9.1003374,2.43364308,31.10582643,52.17782666,7.795692701,15.64485583,1.490823716,2.50075148,40.39234285,70.32343397,29.10639976,43.64112701,76.65778436,76,8904.666407,36.24643205,11.28594309,26.68230696
2,2,c,170,81,2-2c_170,2011,2011,Treated,2011,3,366.9,5715,13761,4817.579033,7894.904554,934.029749,13646.51334,0.030803,0.42369,0.016214,0.44475,0.011123,0.43782,0.0044511,0.45199,0.010411,0.42935,948.3136436,0.71120318,0.016858621,955.5255766,0.713816998,0.004702692,974.1660811,0.720572231,0.011132903,0.457385189,0.445152557,0.461926081,0.445152557,0.542614811,0.554847443,0.538073919,0.554847443,NA,NA,NA,NA,NA,63.64894931,16.69092297,13.883927,42.01079627,16.96924412,NA,NA,NA,NA,NA,97.89815744,27.17950384,30.40977948,210.3125668,27.39771175,92.66301,82.19385131,21.44352603,4.157459816,107.7948372,11.3016207,4.0810287,48.76732092,39.12588567,12.29325889,10.36233149,2.306755948,1.850703868,63.36733576,51.33892103,51.84181807,44.50520094,73.24009908,76,7931.513336,15.13182716,11.52551769,6.833720082
3,4,c,0,163,3-4c_0,2011,2011,Treated,2011,3,552,4623,11313,4055.126885,7412.62982,773.9801228,12241.73683,0.021263,0.41262,0.0090297,0.42633,0.00731,0.42308,0.0043664,0.44772,0.0091495,0.43435,21.0248603,0.37397596,0.009401552,18.41547394,0.373023772,0.004201847,17.59574345,0.372724641,0.009534232,1.002049872,0.999303795,1.001315845,0.999303795,-0.002049872,0.000696205,-0.001315845,0.000696205,81.05256878,19.30229773,20.61581997,107.9079969,14.94646948,104.8476981,26.49908183,24.45562616,57.18931556,24.85327862,NA,NA,NA,NA,NA,135.673472,40.07518741,50.1202019,193.3681058,49.11961864,41.7443031,67.82185654,17.70630603,3.379506808,88.90766938,11.737176,4.03512,0.04920338,70.62452905,-0.034927816,17.07395055,0.002352828,3.37715398,0.016628391,91.07563359,-0.057191066,43.52056596,83.37447008,76,7618.736828,47.16336628,0.073819458,47.55506762
3,4,c,85,164,3-4c_85,2011,2011,Treated,2011,3,612.3,6577.5,10581,4273.399848,7844.789068,792.2919553,12910.48087,0.02801,0.42246,0.012253,0.442,0.0084001,0.43394,0.004512,0.45155,0.0092985,0.43546,600.8051823,0.585092545,0.012297126,525.265151,0.557636708,0.004423416,444.4990655,0.528264626,0.009406535,0.70699663,0.751515173,0.663638107,0.751515173,0.29300337,0.248484827,0.336361893,0.248484827,NA,NA,NA,NA,NA,102.5832088,31.8158342,31.83616823,47.32076362,21.93838516,101.8734548,22.28026754,18.67621275,170.3716152,22.44669344,96.52597502,29.60903158,30.675322,196.7295325,31.06333453,80.5941075,72.94477115,19.28158011,3.574821302,95.80117257,17.150523,5.14338123,18.33626269,55.45602024,5.538650109,13.36437515,0.888288855,2.686532448,24.76320166,71.50692784,27.20641186,53.67793441,81.88614876,76,6332.980871,15.20706507,-2.4432102,17.82899344
3,4,c,170,165,3-4c_170,2011,2011,Treated,2011,3,579.3,8275.5,13221,5018.444092,9140.50382,1052.065647,15211.01356,0.036146,0.42927,0.014273,0.44146,0.008066,0.43296,0.0043858,0.45423,0.010382,0.42658,1022.073973,0.737929613,0.0150299,895.5886902,0.692089916,0.004488219,899.2168738,0.693405401,0.010998151,0.492109982,0.488431662,0.419177562,0.488431662,0.507890018,0.511568338,0.580822438,0.511568338,NA,NA,NA,NA,NA,112.124606,29.91579278,33.93951396,54.54136184,27.59473835,NA,NA,NA,NA,NA,140.0195491,32.17374232,41.87878876,215.6237175,53.04650784,118.1162115,94.89671066,22.0098921,4.614149515,121.5207523,20.9393778,4.6726338,51.42726987,49.10137136,11.43965185,11.08422427,2.360452796,2.253696718,65.22737451,62.43929235,72.24265851,52.13727894,75.2176369,76,6935.513559,3.404540773,-7.015284,10.30201342
4,1,a,85,181,4-1a_85,2011,2011,Treated,2011,3,348.6,4888.5,10584,4900.292434,8154.555515,897.646032,13952.49398,0.030974,0.41939,0.016729,0.44029,0.0088781,0.43434,0.0045952,0.44356,0.0087868,0.42556,715.929216,0.626906466,0.016591408,607.1261164,0.587389269,0.004520702,524.0714764,0.557202733,0.009032021,0.659445305,0.70541427,0.596757382,0.70541427,0.340554695,0.29458573,0.403242618,0.29458573,NA,NA,NA,NA,NA,81.71979709,21.73303589,19.98581994,40.51841289,19.20859361,112.4432733,20.07679945,19.35089641,152.2903602,26.04256124,94.08653682,27.84017575,32.08312562,231.8874183,31.05650269,81.7797165,71.6524484,22.51782379,4.124863046,98.29513524,10.7975364,3.09490566,21.69686255,51.95525411,7.54422703,14.60853478,1.215125791,2.909737255,30.45621537,69.47352614,32.70583857,48.40125944,82.95990941,76,9063.993981,16.51541874,-2.249623197,21.0722667
4,1,a,170,182,4-1a_170,2011,2011,Treated,2011,3,103.2,7284,13308,3719.035797,8485.185699,941.4670435,13145.68854,0.038349,0.41979,0.016935,0.44059,0.010043,0.43752,0.0054132,0.44882,0.0096502,0.42952,1035.223002,0.742692541,0.016766149,783.4584035,0.651417214,0.005330432,771.3066398,0.647007439,0.010013597,0.557114162,0.562347621,0.411559333,0.562347621,0.442885838,0.437652379,0.588440667,0.437652379,NA,NA,NA,NA,NA,104.48962,21.83478666,22.30213234,41.84243721,19.20461396,NA,NA,NA,NA,NA,89.81676072,21.72172833,27.70107788,182.8577764,34.33380677,123.35454,81.88373903,20.13188458,5.0963494,107.111973,3.9576168,1.0364376,37.18611036,47.7811197,8.779798705,11.04426872,2.230429438,2.865919962,48.1963385,61.69130838,71.86309839,50.26153092,79.21790124,76,5861.68854,-16.24256699,-23.66675989,11.42977745
4,1,a,0,183,4-1a_0,2011,2011,Treated,2011,3,165.3,2458.5,5286,2385.268789,3443.234915,432.1592484,6260.662952,0.024278,0.41591,0.011003,0.42463,0.0074518,0.42268,0.0045479,0.43931,0.0097085,0.43918,44.82666049,0.382660606,0.011124204,26.77175453,0.376072988,0.004525978,13.40693048,0.371196059,0.009768743,0.997176535,1.001738958,0.987424887,1.001738958,0.002823465,-0.001738958,0.012575113,-0.001738958,65.82201519,13.67960909,12.95417528,117.4834612,11.68122164,65.62779307,14.11647626,13.84652102,27.13339412,11.82513109,NA,NA,NA,NA,NA,99.30825842,25.11609908,26.65351139,192.0203358,32.21498949,27.0508755,33.42864617,10.84796393,1.965417046,46.24202714,4.0131534,1.23178254,-0.05849174,33.69456871,0.030481208,10.76519285,-0.003417779,1.968834824,-0.031428311,46.42859639,0.343914932,27.00493937,74.46115855,76,3802.162952,19.19115164,-0.375343243,19.42365702
1,1,b,85,4,1-1b_85,2011-High,2011,Treated,2011,3,NA,NA,NA,6249.028203,7954.469315,858.4943167,15061.99183,NA,NA,NA,NA,NA,NA,0.0045058,0.44322,0.0091976,0.43871,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.16202697,28.15687128,3.868203692,105.1871019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.62209784,76,NA,NA,NA,NA
2,3,a,85,87,2-3a_85,2011-High,2011,Treated,2011,3,NA,NA,NA,5502.907465,6966.468123,782.159408,13251.535,NA,NA,NA,NA,NA,NA,0.0043729,0.46923,0.0093952,0.44015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.45136131,24.06366405,3.420304875,92.93533024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.96038487,76,NA,NA,NA,NA
3,4,b,85,162,3-4b_85,2011-High,2011,Treated,2011,3,NA,NA,NA,5541.334513,7775.275915,852.2542306,14168.86466,NA,NA,NA,NA,NA,NA,0.0042739,0.43124,0.0088175,0.43415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.55849538,23.68310958,3.642449356,95.88405431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.0903958,76,NA,NA,NA,NA
4,2,b,85,198,4-2b_85,2011-High,2011,Treated,2011,3,NA,NA,NA,3738.113916,5600.44509,629.3802283,9967.939234,NA,NA,NA,NA,NA,NA,0.003942,0.44601,0.0099586,0.43344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.77259247,14.73564506,2.48101686,72.98925439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.72972052,76,NA,NA,NA,NA
